TransactionID,UserID,AmountPaid,TransactionDate,Status
TX_user_0282_0,user_0282,79.0,2025-03-16,Active
TX_user_0282_1,user_0282,79.0,2025-04-15,Active
TX_user_0282_2,user_0282,79.0,2025-05-15,Active
TX_user_0282_3,user_0282,79.0,2025-06-14,Active
TX_user_0282_4,user_0282,79.0,2025-07-14,Active
TX_user_0282_5,user_0282,79.0,2025-08-13,Active
TX_user_0282_6,user_0282,79.0,2025-09-12,Active
TX_user_0282_7,user_0282,79.0,2025-10-12,Active
TX_user_0282_8,user_0282,79.0,2025-11-11,Active
TX_user_0282_9,user_0282,79.0,2025-12-11,Active
TX_user_0283_0,user_0283,29.0,2025-04-23,Active
TX_user_0283_1,user_0283,29.0,2025-05-23,Active
TX_user_0283_2,user_0283,29.0,2025-06-22,Active
TX_user_0283_3,user_0283,29.0,2025-07-22,Active
TX_user_0283_4,user_0283,29.0,2025-08-21,Active
TX_user_0283_5,user_0283,29.0,2025-09-20,Active
TX_user_0283_6,user_0283,29.0,2025-10-20,Active
TX_user_0283_7,user_0283,29.0,2025-11-19,Active
TX_user_0283_8,user_0283,29.0,2025-12-19,Active
TX_user_0284_0,user_0284,29.0,2025-04-14,Active
TX_user_0284_1,user_0284,29.0,2025-05-14,Active
TX_user_0284_2,user_0284,29.0,2025-06-13,Active
TX_user_0284_3,user_0284,29.0,2025-07-13,Active
TX_user_0284_4,user_0284,29.0,2025-08-12,Active
TX_user_0284_5,user_0284,29.0,2025-09-11,Active
TX_user_0284_6,user_0284,29.0,2025-10-11,Active
TX_user_0284_7,user_0284,29.0,2025-11-10,Active
TX_user_0284_8,user_0284,29.0,2025-12-10,Active
TX_user_0285_0,user_0285,79.0,2025-12-06,Active
TX_user_0286_0,user_0286,29.0,2025-09-11,Active
TX_user_0286_1,user_0286,29.0,2025-10-11,Active
TX_user_0286_2,user_0286,29.0,2025-11-10,Active
TX_user_0286_3,user_0286,29.0,2025-12-10,Active
TX_user_0287_0,user_0287,79.0,2025-08-15,Active
TX_user_0287_1,user_0287,79.0,2025-09-14,Active
TX_user_0287_2,user_0287,79.0,2025-10-14,Active
TX_user_0287_3,user_0287,79.0,2025-11-13,Active
TX_user_0287_4,user_0287,79.0,2025-12-13,Active
TX_user_0288_0,user_0288,29.0,2025-04-22,Active
TX_user_0288_1,user_0288,29.0,2025-05-22,Active
TX_user_0288_2,user_0288,29.0,2025-06-21,Active
TX_user_0288_3,user_0288,29.0,2025-07-21,Active
TX_user_0288_4,user_0288,29.0,2025-08-20,Active
TX_user_0288_5,user_0288,29.0,2025-09-19,Active
TX_user_0288_6,user_0288,29.0,2025-10-19,Churned
TX_user_0289_0,user_0289,29.0,2025-04-09,Active
TX_user_0289_1,user_0289,29.0,2025-05-09,Active
TX_user_0289_2,user_0289,29.0,2025-06-08,Active
TX_user_0289_3,user_0289,29.0,2025-07-08,Active
TX_user_0289_4,user_0289,29.0,2025-08-07,Active
TX_user_0289_5,user_0289,29.0,2025-09-06,Active
TX_user_0289_6,user_0289,29.0,2025-10-06,Active
TX_user_0289_7,user_0289,29.0,2025-11-05,Active
TX_user_0289_8,user_0289,29.0,2025-12-05,Active
TX_user_0290_0,user_0290,79.0,2025-06-02,Active
TX_user_0290_1,user_0290,79.0,2025-07-02,Active
TX_user_0290_2,user_0290,79.0,2025-08-01,Active
TX_user_0290_3,user_0290,79.0,2025-08-31,Active
TX_user_0290_4,user_0290,79.0,2025-09-30,Active
TX_user_0290_5,user_0290,79.0,2025-10-30,Active
TX_user_0290_6,user_0290,79.0,2025-11-29,Active
TX_user_0290_7,user_0290,79.0,2025-12-29,Active
TX_user_0291_0,user_0291,79.0,2025-12-15,Active
TX_user_0292_0,user_0292,79.0,2025-12-04,Active
TX_user_0293_0,user_0293,29.0,2025-07-13,Active
TX_user_0293_1,user_0293,29.0,2025-08-12,Active
TX_user_0293_2,user_0293,29.0,2025-09-11,Active
TX_user_0293_3,user_0293,29.0,2025-10-11,Active
TX_user_0293_4,user_0293,29.0,2025-11-10,Active
TX_user_0293_5,user_0293,29.0,2025-12-10,Active
TX_user_0294_0,user_0294,79.0,2025-11-06,Active
TX_user_0294_1,user_0294,79.0,2025-12-06,Active
TX_user_0295_0,user_0295,29.0,2025-06-12,Active
TX_user_0295_1,user_0295,29.0,2025-07-12,Active
TX_user_0295_2,user_0295,29.0,2025-08-11,Active
TX_user_0295_3,user_0295,29.0,2025-09-10,Active
TX_user_0295_4,user_0295,29.0,2025-10-10,Active
TX_user_0295_5,user_0295,29.0,2025-11-09,Active
TX_user_0295_6,user_0295,29.0,2025-12-09,Active
TX_user_0296_0,user_0296,29.0,2025-07-27,Active
TX_user_0296_1,user_0296,29.0,2025-08-26,Active
TX_user_0296_2,user_0296,29.0,2025-09-25,Active
TX_user_0296_3,user_0296,29.0,2025-10-25,Active
TX_user_0296_4,user_0296,29.0,2025-11-24,Active
TX_user_0296_5,user_0296,29.0,2025-12-24,Active
TX_user_0297_0,user_0297,299.0,2025-06-18,Active
TX_user_0297_1,user_0297,299.0,2025-07-18,Active
TX_user_0297_2,user_0297,299.0,2025-08-17,Active
TX_user_0297_3,user_0297,299.0,2025-09-16,Churned
TX_user_0298_0,user_0298,29.0,2025-06-10,Active
TX_user_0298_1,user_0298,29.0,2025-07-10,Active
TX_user_0298_2,user_0298,29.0,2025-08-09,Active
TX_user_0298_3,user_0298,29.0,2025-09-08,Active
TX_user_0298_4,user_0298,29.0,2025-10-08,Active
TX_user_0298_5,user_0298,29.0,2025-11-07,Active
TX_user_0298_6,user_0298,29.0,2025-12-07,Active
TX_user_0299_0,user_0299,299.0,2025-03-09,Active
TX_user_0299_1,user_0299,299.0,2025-04-08,Active
TX_user_0299_2,user_0299,299.0,2025-05-08,Active
TX_user_0299_3,user_0299,299.0,2025-06-07,Active
TX_user_0299_4,user_0299,299.0,2025-07-07,Active
TX_user_0299_5,user_0299,299.0,2025-08-06,Active
TX_user_0299_6,user_0299,299.0,2025-09-05,Active
TX_user_0299_7,user_0299,299.0,2025-10-05,Active
TX_user_0299_8,user_0299,299.0,2025-11-04,Active
TX_user_0299_9,user_0299,299.0,2025-12-04,Active
TX_user_0300_0,user_0300,29.0,2025-10-16,Active
TX_user_0300_1,user_0300,29.0,2025-11-15,Active
TX_user_0300_2,user_0300,29.0,2025-12-15,Active
TX_user_0301_0,user_0301,29.0,2025-10-04,Active
TX_user_0301_1,user_0301,29.0,2025-11-03,Active
TX_user_0301_2,user_0301,29.0,2025-12-03,Active
TX_user_0302_0,user_0302,79.0,2025-10-31,Active
TX_user_0302_1,user_0302,79.0,2025-11-30,Active
TX_user_0302_2,user_0302,79.0,2025-12-30,Active
TX_user_0303_0,user_0303,299.0,2025-05-15,Active
TX_user_0303_1,user_0303,299.0,2025-06-14,Active
TX_user_0303_2,user_0303,299.0,2025-07-14,Active
TX_user_0303_3,user_0303,299.0,2025-08-13,Active
TX_user_0303_4,user_0303,299.0,2025-09-12,Active
TX_user_0303_5,user_0303,299.0,2025-10-12,Active
TX_user_0303_6,user_0303,299.0,2025-11-11,Active
TX_user_0303_7,user_0303,299.0,2025-12-11,Active
TX_user_0304_0,user_0304,79.0,2025-07-14,Active
TX_user_0304_1,user_0304,79.0,2025-08-13,Active
TX_user_0304_2,user_0304,79.0,2025-09-12,Active
TX_user_0304_3,user_0304,79.0,2025-10-12,Churned
TX_user_0305_0,user_0305,79.0,2025-05-08,Active
TX_user_0305_1,user_0305,79.0,2025-06-07,Active
TX_user_0305_2,user_0305,79.0,2025-07-07,Active
TX_user_0305_3,user_0305,79.0,2025-08-06,Active
TX_user_0305_4,user_0305,79.0,2025-09-05,Active
TX_user_0305_5,user_0305,79.0,2025-10-05,Active
TX_user_0305_6,user_0305,79.0,2025-11-04,Active
TX_user_0305_7,user_0305,79.0,2025-12-04,Active
TX_user_0306_0,user_0306,79.0,2025-02-02,Active
TX_user_0306_1,user_0306,79.0,2025-03-04,Active
TX_user_0306_2,user_0306,79.0,2025-04-03,Active
TX_user_0306_3,user_0306,79.0,2025-05-03,Active
TX_user_0306_4,user_0306,79.0,2025-06-02,Active
TX_user_0306_5,user_0306,79.0,2025-07-02,Active
TX_user_0306_6,user_0306,79.0,2025-08-01,Active
TX_user_0306_7,user_0306,79.0,2025-08-31,Active
TX_user_0306_8,user_0306,79.0,2025-09-30,Active
TX_user_0306_9,user_0306,79.0,2025-10-30,Churned
TX_user_0307_0,user_0307,79.0,2025-06-25,Active
TX_user_0307_1,user_0307,79.0,2025-07-25,Active
TX_user_0307_2,user_0307,79.0,2025-08-24,Active
TX_user_0307_3,user_0307,79.0,2025-09-23,Active
TX_user_0307_4,user_0307,79.0,2025-10-23,Active
TX_user_0307_5,user_0307,79.0,2025-11-22,Active
TX_user_0307_6,user_0307,79.0,2025-12-22,Active
TX_user_0308_0,user_0308,79.0,2025-01-22,Active
TX_user_0308_1,user_0308,79.0,2025-02-21,Active
TX_user_0308_2,user_0308,79.0,2025-03-23,Active
TX_user_0308_3,user_0308,79.0,2025-04-22,Churned
TX_user_0309_0,user_0309,29.0,2025-08-26,Active
TX_user_0309_1,user_0309,29.0,2025-09-25,Active
TX_user_0309_2,user_0309,29.0,2025-10-25,Active
TX_user_0309_3,user_0309,29.0,2025-11-24,Active
TX_user_0309_4,user_0309,29.0,2025-12-24,Active
TX_user_0310_0,user_0310,29.0,2025-06-07,Active
TX_user_0310_1,user_0310,29.0,2025-07-07,Active
TX_user_0310_2,user_0310,29.0,2025-08-06,Active
TX_user_0310_3,user_0310,29.0,2025-09-05,Active
TX_user_0310_4,user_0310,29.0,2025-10-05,Active
TX_user_0310_5,user_0310,29.0,2025-11-04,Active
TX_user_0310_6,user_0310,29.0,2025-12-04,Active
TX_user_0311_0,user_0311,29.0,2025-02-07,Active
TX_user_0311_1,user_0311,29.0,2025-03-09,Active
TX_user_0311_2,user_0311,29.0,2025-04-08,Active
TX_user_0311_3,user_0311,29.0,2025-05-08,Active
TX_user_0311_4,user_0311,29.0,2025-06-07,Active
TX_user_0311_5,user_0311,29.0,2025-07-07,Active
TX_user_0311_6,user_0311,29.0,2025-08-06,Active
TX_user_0311_7,user_0311,29.0,2025-09-05,Active
TX_user_0311_8,user_0311,29.0,2025-10-05,Active
TX_user_0311_9,user_0311,29.0,2025-11-04,Active
TX_user_0311_10,user_0311,29.0,2025-12-04,Active
TX_user_0312_0,user_0312,299.0,2025-08-18,Active
TX_user_0312_1,user_0312,299.0,2025-09-17,Active
TX_user_0312_2,user_0312,299.0,2025-10-17,Active
TX_user_0312_3,user_0312,299.0,2025-11-16,Active
TX_user_0312_4,user_0312,299.0,2025-12-16,Active
TX_user_0313_0,user_0313,299.0,2025-12-31,Active
TX_user_0314_0,user_0314,29.0,2025-02-20,Active
TX_user_0314_1,user_0314,29.0,2025-03-22,Active
TX_user_0314_2,user_0314,29.0,2025-04-21,Active
TX_user_0314_3,user_0314,29.0,2025-05-21,Active
TX_user_0314_4,user_0314,29.0,2025-06-20,Active
TX_user_0314_5,user_0314,29.0,2025-07-20,Active
TX_user_0314_6,user_0314,29.0,2025-08-19,Active
TX_user_0314_7,user_0314,29.0,2025-09-18,Active
TX_user_0314_8,user_0314,29.0,2025-10-18,Churned
TX_user_0315_0,user_0315,79.0,2025-09-21,Active
TX_user_0315_1,user_0315,79.0,2025-10-21,Active
TX_user_0315_2,user_0315,79.0,2025-11-20,Active
TX_user_0315_3,user_0315,79.0,2025-12-20,Active
TX_user_0316_0,user_0316,299.0,2025-10-10,Active
TX_user_0316_1,user_0316,299.0,2025-11-09,Active
TX_user_0316_2,user_0316,299.0,2025-12-09,Active
TX_user_0317_0,user_0317,29.0,2025-01-27,Active
TX_user_0317_1,user_0317,29.0,2025-02-26,Active
TX_user_0317_2,user_0317,29.0,2025-03-28,Active
TX_user_0317_3,user_0317,29.0,2025-04-27,Active
TX_user_0317_4,user_0317,29.0,2025-05-27,Active
TX_user_0317_5,user_0317,29.0,2025-06-26,Active
TX_user_0317_6,user_0317,29.0,2025-07-26,Active
TX_user_0317_7,user_0317,29.0,2025-08-25,Active
TX_user_0317_8,user_0317,29.0,2025-09-24,Active
TX_user_0317_9,user_0317,29.0,2025-10-24,Active
TX_user_0317_10,user_0317,29.0,2025-11-23,Active
TX_user_0317_11,user_0317,29.0,2025-12-23,Active
TX_user_0318_0,user_0318,79.0,2025-08-14,Active
TX_user_0318_1,user_0318,79.0,2025-09-13,Active
TX_user_0318_2,user_0318,79.0,2025-10-13,Active
TX_user_0318_3,user_0318,79.0,2025-11-12,Active
TX_user_0318_4,user_0318,79.0,2025-12-12,Active
TX_user_0319_0,user_0319,299.0,2025-10-04,Active
TX_user_0319_1,user_0319,299.0,2025-11-03,Active
TX_user_0319_2,user_0319,299.0,2025-12-03,Active
TX_user_0320_0,user_0320,29.0,2025-10-13,Active
TX_user_0320_1,user_0320,29.0,2025-11-12,Active
TX_user_0320_2,user_0320,29.0,2025-12-12,Active
TX_user_0321_0,user_0321,79.0,2025-04-07,Active
TX_user_0321_1,user_0321,79.0,2025-05-07,Active
TX_user_0321_2,user_0321,79.0,2025-06-06,Active
TX_user_0321_3,user_0321,79.0,2025-07-06,Active
TX_user_0321_4,user_0321,79.0,2025-08-05,Active
TX_user_0321_5,user_0321,79.0,2025-09-04,Active
TX_user_0321_6,user_0321,79.0,2025-10-04,Active
TX_user_0321_7,user_0321,79.0,2025-11-03,Active
TX_user_0321_8,user_0321,79.0,2025-12-03,Churned
TX_user_0322_0,user_0322,29.0,2025-10-11,Active
TX_user_0322_1,user_0322,29.0,2025-11-10,Active
TX_user_0322_2,user_0322,29.0,2025-12-10,Active
TX_user_0323_0,user_0323,299.0,2025-11-13,Active
TX_user_0323_1,user_0323,299.0,2025-12-13,Active
TX_user_0324_0,user_0324,299.0,2025-10-31,Active
TX_user_0324_1,user_0324,299.0,2025-11-30,Active
TX_user_0324_2,user_0324,299.0,2025-12-30,Active
TX_user_0325_0,user_0325,299.0,2025-05-27,Active
TX_user_0325_1,user_0325,299.0,2025-06-26,Active
TX_user_0325_2,user_0325,299.0,2025-07-26,Active
TX_user_0325_3,user_0325,299.0,2025-08-25,Active
TX_user_0325_4,user_0325,299.0,2025-09-24,Active
TX_user_0325_5,user_0325,299.0,2025-10-24,Active
TX_user_0325_6,user_0325,299.0,2025-11-23,Active
TX_user_0325_7,user_0325,299.0,2025-12-23,Active
TX_user_0326_0,user_0326,29.0,2025-01-04,Active
TX_user_0326_1,user_0326,29.0,2025-02-03,Active
TX_user_0326_2,user_0326,29.0,2025-03-05,Active
TX_user_0326_3,user_0326,29.0,2025-04-04,Active
TX_user_0326_4,user_0326,29.0,2025-05-04,Active
TX_user_0326_5,user_0326,29.0,2025-06-03,Active
TX_user_0326_6,user_0326,29.0,2025-07-03,Active
TX_user_0326_7,user_0326,29.0,2025-08-02,Active
TX_user_0326_8,user_0326,29.0,2025-09-01,Active
TX_user_0326_9,user_0326,29.0,2025-10-01,Active
TX_user_0326_10,user_0326,29.0,2025-10-31,Active
TX_user_0326_11,user_0326,29.0,2025-11-30,Active
TX_user_0327_0,user_0327,299.0,2025-02-04,Active
TX_user_0327_1,user_0327,299.0,2025-03-06,Active
TX_user_0327_2,user_0327,299.0,2025-04-05,Active
TX_user_0327_3,user_0327,299.0,2025-05-05,Active
TX_user_0327_4,user_0327,299.0,2025-06-04,Active
TX_user_0327_5,user_0327,299.0,2025-07-04,Active
TX_user_0327_6,user_0327,299.0,2025-08-03,Active
TX_user_0327_7,user_0327,299.0,2025-09-02,Active
TX_user_0327_8,user_0327,299.0,2025-10-02,Active
TX_user_0327_9,user_0327,299.0,2025-11-01,Active
TX_user_0327_10,user_0327,299.0,2025-12-01,Active
TX_user_0327_11,user_0327,299.0,2025-12-31,Active
TX_user_0328_0,user_0328,79.0,2025-07-11,Active
TX_user_0328_1,user_0328,79.0,2025-08-10,Active
TX_user_0328_2,user_0328,79.0,2025-09-09,Active
TX_user_0328_3,user_0328,79.0,2025-10-09,Active
TX_user_0328_4,user_0328,79.0,2025-11-08,Active
TX_user_0328_5,user_0328,79.0,2025-12-08,Active
TX_user_0329_0,user_0329,29.0,2025-02-18,Active
TX_user_0329_1,user_0329,29.0,2025-03-20,Active
TX_user_0329_2,user_0329,29.0,2025-04-19,Active
TX_user_0329_3,user_0329,29.0,2025-05-19,Active
TX_user_0329_4,user_0329,29.0,2025-06-18,Active
TX_user_0329_5,user_0329,29.0,2025-07-18,Active
TX_user_0329_6,user_0329,29.0,2025-08-17,Active
TX_user_0329_7,user_0329,29.0,2025-09-16,Active
TX_user_0329_8,user_0329,29.0,2025-10-16,Active
TX_user_0329_9,user_0329,29.0,2025-11-15,Active
TX_user_0329_10,user_0329,29.0,2025-12-15,Active
TX_user_0330_0,user_0330,79.0,2025-01-17,Active
TX_user_0330_1,user_0330,79.0,2025-02-16,Active
TX_user_0330_2,user_0330,79.0,2025-03-18,Active
TX_user_0330_3,user_0330,79.0,2025-04-17,Active
TX_user_0330_4,user_0330,79.0,2025-05-17,Active
TX_user_0330_5,user_0330,79.0,2025-06-16,Active
TX_user_0330_6,user_0330,79.0,2025-07-16,Active
TX_user_0330_7,user_0330,79.0,2025-08-15,Active
TX_user_0330_8,user_0330,79.0,2025-09-14,Active
TX_user_0330_9,user_0330,79.0,2025-10-14,Active
TX_user_0330_10,user_0330,79.0,2025-11-13,Active
TX_user_0330_11,user_0330,79.0,2025-12-13,Active
TX_user_0331_0,user_0331,29.0,2025-06-21,Active
TX_user_0331_1,user_0331,29.0,2025-07-21,Active
TX_user_0331_2,user_0331,29.0,2025-08-20,Active
TX_user_0331_3,user_0331,29.0,2025-09-19,Active
TX_user_0331_4,user_0331,29.0,2025-10-19,Active
TX_user_0331_5,user_0331,29.0,2025-11-18,Active
TX_user_0331_6,user_0331,29.0,2025-12-18,Active
TX_user_0332_0,user_0332,79.0,2025-08-08,Active
TX_user_0332_1,user_0332,79.0,2025-09-07,Active
TX_user_0332_2,user_0332,79.0,2025-10-07,Active
TX_user_0332_3,user_0332,79.0,2025-11-06,Active
TX_user_0332_4,user_0332,79.0,2025-12-06,Active
TX_user_0333_0,user_0333,29.0,2025-06-07,Active
TX_user_0333_1,user_0333,29.0,2025-07-07,Active
TX_user_0333_2,user_0333,29.0,2025-08-06,Active
TX_user_0333_3,user_0333,29.0,2025-09-05,Active
TX_user_0333_4,user_0333,29.0,2025-10-05,Active
TX_user_0333_5,user_0333,29.0,2025-11-04,Active
TX_user_0333_6,user_0333,29.0,2025-12-04,Active
TX_user_0334_0,user_0334,29.0,2025-02-15,Active
TX_user_0334_1,user_0334,29.0,2025-03-17,Active
TX_user_0334_2,user_0334,29.0,2025-04-16,Active
TX_user_0334_3,user_0334,29.0,2025-05-16,Active
TX_user_0334_4,user_0334,29.0,2025-06-15,Active
TX_user_0334_5,user_0334,29.0,2025-07-15,Churned
TX_user_0335_0,user_0335,29.0,2025-01-06,Active
TX_user_0335_1,user_0335,29.0,2025-02-05,Active
TX_user_0335_2,user_0335,29.0,2025-03-07,Active
TX_user_0335_3,user_0335,29.0,2025-04-06,Active
TX_user_0335_4,user_0335,29.0,2025-05-06,Active
TX_user_0335_5,user_0335,29.0,2025-06-05,Churned
TX_user_0336_0,user_0336,79.0,2025-04-09,Active
TX_user_0336_1,user_0336,79.0,2025-05-09,Active
TX_user_0336_2,user_0336,79.0,2025-06-08,Active
TX_user_0336_3,user_0336,79.0,2025-07-08,Active
TX_user_0336_4,user_0336,79.0,2025-08-07,Active
TX_user_0336_5,user_0336,79.0,2025-09-06,Active
TX_user_0336_6,user_0336,79.0,2025-10-06,Active
TX_user_0336_7,user_0336,79.0,2025-11-05,Active
TX_user_0336_8,user_0336,79.0,2025-12-05,Active
TX_user_0337_0,user_0337,29.0,2025-08-21,Active
TX_user_0337_1,user_0337,29.0,2025-09-20,Active
TX_user_0337_2,user_0337,29.0,2025-10-20,Active
TX_user_0337_3,user_0337,29.0,2025-11-19,Active
TX_user_0337_4,user_0337,29.0,2025-12-19,Active
TX_user_0338_0,user_0338,79.0,2025-02-06,Active
TX_user_0338_1,user_0338,79.0,2025-03-08,Active
TX_user_0338_2,user_0338,79.0,2025-04-07,Active
TX_user_0338_3,user_0338,79.0,2025-05-07,Active
TX_user_0338_4,user_0338,79.0,2025-06-06,Active
TX_user_0338_5,user_0338,79.0,2025-07-06,Active
TX_user_0338_6,user_0338,79.0,2025-08-05,Active
TX_user_0338_7,user_0338,79.0,2025-09-04,Active
TX_user_0338_8,user_0338,79.0,2025-10-04,Active
TX_user_0338_9,user_0338,79.0,2025-11-03,Active
TX_user_0338_10,user_0338,79.0,2025-12-03,Active
TX_user_0339_0,user_0339,29.0,2025-10-07,Active
TX_user_0339_1,user_0339,29.0,2025-11-06,Active
TX_user_0339_2,user_0339,29.0,2025-12-06,Active
TX_user_0340_0,user_0340,29.0,2025-12-15,Active
TX_user_0341_0,user_0341,79.0,2025-10-29,Active
TX_user_0341_1,user_0341,79.0,2025-11-28,Active
TX_user_0341_2,user_0341,79.0,2025-12-28,Active
TX_user_0342_0,user_0342,79.0,2025-06-30,Active
TX_user_0342_1,user_0342,79.0,2025-07-30,Active
TX_user_0342_2,user_0342,79.0,2025-08-29,Active
TX_user_0342_3,user_0342,79.0,2025-09-28,Active
TX_user_0342_4,user_0342,79.0,2025-10-28,Active
TX_user_0342_5,user_0342,79.0,2025-11-27,Active
TX_user_0342_6,user_0342,79.0,2025-12-27,Active
TX_user_0343_0,user_0343,29.0,2025-04-05,Active
TX_user_0343_1,user_0343,29.0,2025-05-05,Active
TX_user_0343_2,user_0343,29.0,2025-06-04,Active
TX_user_0343_3,user_0343,29.0,2025-07-04,Active
TX_user_0343_4,user_0343,29.0,2025-08-03,Active
TX_user_0343_5,user_0343,29.0,2025-09-02,Active
TX_user_0343_6,user_0343,29.0,2025-10-02,Active
TX_user_0343_7,user_0343,29.0,2025-11-01,Active
TX_user_0343_8,user_0343,29.0,2025-12-01,Active
TX_user_0343_9,user_0343,29.0,2025-12-31,Active
TX_user_0344_0,user_0344,79.0,2025-04-09,Active
TX_user_0344_1,user_0344,79.0,2025-05-09,Active
TX_user_0344_2,user_0344,79.0,2025-06-08,Active
TX_user_0344_3,user_0344,79.0,2025-07-08,Active
TX_user_0344_4,user_0344,79.0,2025-08-07,Active
TX_user_0344_5,user_0344,79.0,2025-09-06,Active
TX_user_0344_6,user_0344,79.0,2025-10-06,Active
TX_user_0344_7,user_0344,79.0,2025-11-05,Active
TX_user_0344_8,user_0344,79.0,2025-12-05,Active
TX_user_0345_0,user_0345,299.0,2025-07-07,Active
TX_user_0345_1,user_0345,299.0,2025-08-06,Active
TX_user_0345_2,user_0345,299.0,2025-09-05,Active
TX_user_0345_3,user_0345,299.0,2025-10-05,Active
TX_user_0345_4,user_0345,299.0,2025-11-04,Active
TX_user_0345_5,user_0345,299.0,2025-12-04,Active
TX_user_0346_0,user_0346,79.0,2025-04-26,Active
TX_user_0346_1,user_0346,79.0,2025-05-26,Active
TX_user_0346_2,user_0346,79.0,2025-06-25,Active
TX_user_0346_3,user_0346,79.0,2025-07-25,Active
TX_user_0346_4,user_0346,79.0,2025-08-24,Active
TX_user_0346_5,user_0346,79.0,2025-09-23,Active
TX_user_0346_6,user_0346,79.0,2025-10-23,Active
TX_user_0346_7,user_0346,79.0,2025-11-22,Active
TX_user_0346_8,user_0346,79.0,2025-12-22,Active
TX_user_0347_0,user_0347,29.0,2025-07-10,Active
TX_user_0347_1,user_0347,29.0,2025-08-09,Active
TX_user_0347_2,user_0347,29.0,2025-09-08,Active
TX_user_0347_3,user_0347,29.0,2025-10-08,Active
TX_user_0347_4,user_0347,29.0,2025-11-07,Active
TX_user_0347_5,user_0347,29.0,2025-12-07,Active
TX_user_0348_0,user_0348,29.0,2025-09-10,Active
TX_user_0348_1,user_0348,29.0,2025-10-10,Active
TX_user_0348_2,user_0348,29.0,2025-11-09,Active
TX_user_0348_3,user_0348,29.0,2025-12-09,Active
TX_user_0349_0,user_0349,299.0,2025-06-10,Active
TX_user_0349_1,user_0349,299.0,2025-07-10,Active
TX_user_0349_2,user_0349,299.0,2025-08-09,Active
TX_user_0349_3,user_0349,299.0,2025-09-08,Active
TX_user_0349_4,user_0349,299.0,2025-10-08,Active
TX_user_0349_5,user_0349,299.0,2025-11-07,Active
TX_user_0349_6,user_0349,299.0,2025-12-07,Active
TX_user_0350_0,user_0350,29.0,2025-09-13,Active
TX_user_0350_1,user_0350,29.0,2025-10-13,Active
TX_user_0350_2,user_0350,29.0,2025-11-12,Active
TX_user_0350_3,user_0350,29.0,2025-12-12,Active
TX_user_0351_0,user_0351,299.0,2025-11-19,Active
TX_user_0351_1,user_0351,299.0,2025-12-19,Active
TX_user_0352_0,user_0352,79.0,2025-05-08,Active
TX_user_0352_1,user_0352,79.0,2025-06-07,Active
TX_user_0352_2,user_0352,79.0,2025-07-07,Active
TX_user_0352_3,user_0352,79.0,2025-08-06,Active
TX_user_0352_4,user_0352,79.0,2025-09-05,Active
TX_user_0352_5,user_0352,79.0,2025-10-05,Active
TX_user_0352_6,user_0352,79.0,2025-11-04,Active
TX_user_0352_7,user_0352,79.0,2025-12-04,Active
TX_user_0353_0,user_0353,299.0,2025-01-18,Active
TX_user_0353_1,user_0353,299.0,2025-02-17,Active
TX_user_0353_2,user_0353,299.0,2025-03-19,Active
TX_user_0353_3,user_0353,299.0,2025-04-18,Active
TX_user_0353_4,user_0353,299.0,2025-05-18,Active
TX_user_0353_5,user_0353,299.0,2025-06-17,Active
TX_user_0353_6,user_0353,299.0,2025-07-17,Active
TX_user_0353_7,user_0353,299.0,2025-08-16,Active
TX_user_0353_8,user_0353,299.0,2025-09-15,Active
TX_user_0353_9,user_0353,299.0,2025-10-15,Active
TX_user_0353_10,user_0353,299.0,2025-11-14,Active
TX_user_0353_11,user_0353,299.0,2025-12-14,Active
TX_user_0354_0,user_0354,79.0,2025-10-08,Active
TX_user_0354_1,user_0354,79.0,2025-11-07,Active
TX_user_0354_2,user_0354,79.0,2025-12-07,Active
TX_user_0355_0,user_0355,299.0,2025-08-11,Active
TX_user_0355_1,user_0355,299.0,2025-09-10,Active
TX_user_0355_2,user_0355,299.0,2025-10-10,Active
TX_user_0355_3,user_0355,299.0,2025-11-09,Active
TX_user_0355_4,user_0355,299.0,2025-12-09,Active
TX_user_0356_0,user_0356,29.0,2025-02-23,Active
TX_user_0356_1,user_0356,29.0,2025-03-25,Active
TX_user_0356_2,user_0356,29.0,2025-04-24,Active
TX_user_0356_3,user_0356,29.0,2025-05-24,Active
TX_user_0356_4,user_0356,29.0,2025-06-23,Active
TX_user_0356_5,user_0356,29.0,2025-07-23,Active
TX_user_0356_6,user_0356,29.0,2025-08-22,Active
TX_user_0356_7,user_0356,29.0,2025-09-21,Active
TX_user_0356_8,user_0356,29.0,2025-10-21,Active
TX_user_0356_9,user_0356,29.0,2025-11-20,Active
TX_user_0356_10,user_0356,29.0,2025-12-20,Active
TX_user_0357_0,user_0357,79.0,2025-02-27,Active
TX_user_0357_1,user_0357,79.0,2025-03-29,Churned
TX_user_0358_0,user_0358,29.0,2025-11-19,Active
TX_user_0358_1,user_0358,29.0,2025-12-19,Active
TX_user_0359_0,user_0359,29.0,2025-12-26,Active
TX_user_0360_0,user_0360,79.0,2025-06-23,Active
TX_user_0360_1,user_0360,79.0,2025-07-23,Active
TX_user_0360_2,user_0360,79.0,2025-08-22,Active
TX_user_0360_3,user_0360,79.0,2025-09-21,Active
TX_user_0360_4,user_0360,79.0,2025-10-21,Active
TX_user_0360_5,user_0360,79.0,2025-11-20,Active
TX_user_0360_6,user_0360,79.0,2025-12-20,Active
TX_user_0361_0,user_0361,299.0,2025-10-07,Active
